study,factor,setting,model,seed,optimizer,lr,weight_decay,label_smoothing,scheduler,epochs,normalize,augment,best_epoch,best_val_acc,best_val_loss,final_val_acc,final_val_loss
cnn_comparison,model,lenet,lenet,42,adamw,0.0003,0.0001,0.05,onecycle,1,True,True,1,0.8588235294117647,0.7276867126750055,0.8588235294117647,0.7276867126750055
cnn_comparison,model,enhancedlenet,enhancedlenet,42,adamw,0.0003,0.0001,0.05,onecycle,1,True,True,1,0.9297058823529412,0.6514977269640593,0.9297058823529412,0.6514977269640593
cnn_comparison,model,resnet,resnet,42,adamw,0.0003,0.0001,0.05,onecycle,1,True,True,1,0.9976470588235294,0.3037172383237108,0.9976470588235294,0.3037172383237108
